trans_id,lang,translation,category,station_sid,course_sid
戸山農協支所前,zh-tw,戶山農協支所前,stop_name,4152799d-729c-4ca9-9d44-5a0f8769678d,
戸山槙原,ja,戸山槙原,stop_name,83384f4a-135c-4b49-b238-088752694d8d,
戸山槙原,ja-Hrkt,とやままきはら,stop_name,83384f4a-135c-4b49-b238-088752694d8d,
戸山槙原,en,Toyama Makihara,stop_name,83384f4a-135c-4b49-b238-088752694d8d,
戸山槙原,ko,도야마 마키하라,stop_name,83384f4a-135c-4b49-b238-088752694d8d,
戸山槙原,zh-cn,户山槙原,stop_name,83384f4a-135c-4b49-b238-088752694d8d,
戸山槙原,zh-tw,戶山槙原,stop_name,83384f4a-135c-4b49-b238-088752694d8d,
戸山郵便局前,ja,戸山郵便局前,stop_name,d9ff27ad-b410-4759-be9f-5aa4c11ec5b9,
戸山郵便局前,ja-Hrkt,とやまゆうびんきょくまえ,stop_name,d9ff27ad-b410-4759-be9f-5aa4c11ec5b9,
戸山郵便局前,en,Toyama Yubinkyoku-mae (Toyama Post Office),stop_name,d9ff27ad-b410-4759-be9f-5aa4c11ec5b9,
戸山郵便局前,ko,도야마 우체국,stop_name,d9ff27ad-b410-4759-be9f-5aa4c11ec5b9,
戸山郵便局前,zh-cn,户山邮局前,stop_name,d9ff27ad-b410-4759-be9f-5aa4c11ec5b9,
戸山郵便局前,zh-tw,戶山郵局前,stop_name,d9ff27ad-b410-4759-be9f-5aa4c11ec5b9,
後山下,ja,後山下,stop_name,5e507590-5bc7-471f-99a9-96c0695ccb84,
後山下,ja-Hrkt,うしろやましも,stop_name,5e507590-5bc7-471f-99a9-96c0695ccb84,
後山下,en,Ushiroyama-shimo,stop_name,5e507590-5bc7-471f-99a9-96c0695ccb84,
後山下,ko,우시로야마 시모,stop_name,5e507590-5bc7-471f-99a9-96c0695ccb84,
後山下,zh-cn,后山下,stop_name,5e507590-5bc7-471f-99a9-96c0695ccb84,
後山下,zh-tw,後山下,stop_name,5e507590-5bc7-471f-99a9-96c0695ccb84,
